# Weather station Astana, Kazakhstan, WMO_ID=35188,selection from 04.01.2018 till 31.12.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=35188&lang=en
#
"Local time in Astana";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.08.2018 14:00";"24.6";"726.7";"756.1";"-0.4";"47";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"12.6";"";"";"";"";"";"";
"02.08.2018 11:00";"23.8";"727.1";"756.7";"0.1";"46";"Wind blowing from the north-northeast";"2";"";"";"70 – 80%.";" ";"";"";"12.9";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1500-2000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.6";"";"";"";"";"";"";
"02.08.2018 08:00";"19.3";"727.0";"757.0";"0.2";"60";"Wind blowing from the north-northeast";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.4";"";"";"Surface of ground moist.";"11.0";"";"";
"02.08.2018 05:00";"13.3";"726.8";"757.5";"-0.2";"71";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.2";"";"";"";"";"";"";
"02.08.2018 02:00";"14.8";"727.0";"757.5";"-0.5";"56";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"6.0";"";"";"";"";"";"";
"01.08.2018 23:00";"16.2";"727.5";"757.9";"-0.4";"65";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";" ";"";"";"";"20.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"";"9.6";"0.1";"12";"";"";"";"";
"01.08.2018 20:00";"18.4";"727.9";"758.0";"0.1";"50";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"20.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.8";"0.1";"12";"";"";"";"";
"01.08.2018 17:00";"19.0";"727.8";"757.9";"-0.6";"46";"Wind blowing from the north-northeast";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.1";"";"";"";"";"";"";
"01.08.2018 14:00";"18.2";"728.4";"758.6";"-0.3";"48";"Wind blowing from the east-northeast";"3";"";"";"100%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"10.0";"7.0";"";"";"";"";"";"";
"01.08.2018 11:00";"16.0";"728.7";"759.1";"-0.1";"69";"Wind blowing from the east";"2";"";"";"100%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"12.9";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"10.0";"10.2";"2.0";"12";"";"";"";"";
"01.08.2018 08:00";"13.1";"728.8";"759.6";"0.0";"84";"Wind blowing from the north-east";"2";"";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Shower(s).";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"4.0";"10.4";"2.0";"12";"Surface of ground moist.";"13.0";"";"";
"01.08.2018 05:00";"14.2";"728.8";"759.4";"-0.2";"83";"Wind blowing from the north-northeast";"2";"";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"10.0";"11.4";"";"";"";"";"";"";
"01.08.2018 02:00";"13.9";"729.0";"759.7";"-0.7";"72";"Wind blowing from the east-northeast";"3";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"";"8.8";"";"";"";"";"";"";
"31.07.2018 23:00";"13.9";"729.7";"760.3";"0.0";"77";"Wind blowing from the north-northeast";"3";"";"";"100%.";" ";"";"";"";"18.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"";"9.9";"0.7";"12";"";"";"";"";
"31.07.2018 20:00";"15.6";"729.7";"760.2";"0.1";"70";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"";"18.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"10.2";"0.7";"12";"";"";"";"";
"31.07.2018 17:00";"17.6";"729.6";"759.9";"-0.1";"68";"Wind blowing from the east-northeast";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.6";"";"";"";"";"";"";
"31.07.2018 14:00";"16.8";"729.7";"760.1";"0.0";"77";"Wind blowing from the north-east";"4";"";"";"100%.";" ";"";"";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"10.0";"12.7";"";"";"";"";"";"";
"31.07.2018 11:00";"16.0";"729.7";"760.2";"-0.3";"78";"Wind blowing from the north-east";"3";"";"";"100%.";"Shower(s) of rain. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"12.0";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"10.0";"12.2";"4.0";"12";"";"";"";"";
"31.07.2018 08:00";"13.7";"730.0";"760.6";"0.2";"91";"Wind blowing from the east-northeast";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"10.0";"12.2";"4.0";"12";"Surface of ground wet (standing water in small or large pools on surface).";"13.0";"";"";
"31.07.2018 05:00";"13.8";"729.8";"760.5";"0.4";"88";"Wind blowing from the north";"4";"";"";"100%.";"Rain shower(s), slight. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"1000-1500";"";"";"4.0";"11.8";"";"";"";"";"";"";
"31.07.2018 02:00";"16.1";"729.4";"759.8";"-1.4";"89";"Wind blowing from the north-east";"2";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"1000-1500";"";"";"";"14.2";"";"";"";"";"";"";
"30.07.2018 23:00";"19.0";"730.8";"760.9";"1.0";"75";"Wind blowing from the north-northwest";"3";"";"";"100%.";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"27.7";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"100%.";"1000-1500";"";"";"";"14.4";"0.7";"12";"";"";"";"";
"30.07.2018 20:00";"21.7";"729.8";"759.6";"0.1";"72";"Wind blowing from the east-northeast";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"27.7";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"16.5";"0.7";"12";"";"";"";"";
"30.07.2018 17:00";"25.6";"729.7";"759.1";"-0.3";"45";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.9";"";"";"";"";"";"";
"30.07.2018 14:00";"26.6";"730.0";"759.3";"-0.9";"45";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";"Thunderstorm, but no precipitation at the time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.8";"";"";"";"";"";"";
"30.07.2018 11:00";"25.4";"730.9";"760.4";"-0.4";"47";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"17.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.4";"";"";"";"";"";"";
"30.07.2018 08:00";"20.2";"731.3";"761.4";"0.3";"65";"Wind blowing from the west-northwest";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.3";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"13.0";"";"";
"30.07.2018 05:00";"18.1";"731.0";"761.2";"-0.1";"82";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"30.07.2018 02:00";"20.6";"731.1";"761.0";"-0.2";"86";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"18.2";"";"";"";"";"";"";
"29.07.2018 23:00";"22.7";"731.3";"761.0";"0.2";"74";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"28.1";"";"";"";"";"";"";"17.9";"";"";"";"";"";"";
"29.07.2018 20:00";"25.4";"731.1";"760.6";"0.3";"42";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"28.1";"Stratocumulus cumulogenitus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.7";"";"";"";"";"";"";
"29.07.2018 17:00";"27.5";"730.8";"760.1";"-0.4";"38";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.9";"";"";"";"";"";"";
"29.07.2018 14:00";"26.2";"731.2";"760.7";"-0.9";"43";"Wind blowing from the north-northeast";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.8";"";"";"";"";"";"";
"29.07.2018 11:00";"24.5";"732.1";"761.8";"-0.3";"41";"Wind blowing from the east-northeast";"1";"";"";"60%.";" ";"";"";"15.9";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"10.2";"";"";"";"";"";"";
"29.07.2018 08:00";"19.8";"732.4";"762.6";"0.3";"57";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.9";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"12.0";"";"";
"29.07.2018 05:00";"16.2";"732.1";"762.7";"0.1";"65";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.6";"";"";"";"";"";"";
"29.07.2018 02:00";"18.2";"732.0";"762.3";"-0.3";"57";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"28.07.2018 23:00";"20.3";"732.3";"762.4";"0.2";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"28.07.2018 20:00";"22.4";"732.1";"762.0";"0.2";"41";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"";"25.0";"";"";"";"";"";"10.0";"8.4";"";"";"";"";"";"";
"28.07.2018 17:00";"24.6";"731.9";"761.6";"-0.5";"34";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.8";"";"";"";"";"";"";
"28.07.2018 14:00";"24.2";"732.4";"762.1";"-0.4";"34";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.5";"";"";"";"";"";"";
"28.07.2018 11:00";"22.0";"732.8";"762.8";"-0.3";"47";"Wind blowing from the north";"4";"";"";"60%.";" ";"";"";"11.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.0";"";"";"";"";"";"";
"28.07.2018 08:00";"18.8";"733.1";"763.4";"0.4";"61";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.0";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"11.0";"";"";
"28.07.2018 05:00";"13.1";"732.7";"763.6";"-0.1";"84";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.4";"";"";"";"";"";"";
"28.07.2018 02:00";"14.9";"732.8";"763.5";"-0.2";"77";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"27.07.2018 23:00";"19.3";"733.0";"763.2";"0.3";"55";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"28.6";"";"";"";"";"";"";"9.9";"0.3";"12";"";"";"";"";
"27.07.2018 20:00";"24.0";"732.7";"762.5";"0.6";"42";"Wind blowing from the north-northeast";"2";"";"";"70 – 80%.";" ";"";"";"";"28.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.2";"0.3";"12";"";"";"";"";
"27.07.2018 17:00";"27.3";"732.1";"761.5";"-0.3";"35";"Wind blowing from the north";"4";"";"";"60%.";"State of sky on the whole unchanged. ";"Shower(s).";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"1500-2000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.4";"";"";"";"";"";"";
